epoch,batch,iteration,update,loss_discriminator,D(x),loss_generator,D(G(z)),D_up(G(z)),checkpoint,MS-SWD,LoS,sampling
1,1,1,1,3.968337059020996,6.8046875,0.02115407958626747,3.9453125,3.9453125,True,0.12767918,0.5096901,True
1,2,2,1,7.061586856842041,6.83203125,0.002708461368456483,7.05859375,7.0546875,False,,,False
1,3,3,1,7.783839702606201,6.90625,0.0010135483462363482,7.78125,7.77734375,False,,,False
1,4,4,1,8.244871139526367,6.86328125,0.0007306557963602245,8.2421875,8.2421875,False,,,False
1,5,5,1,8.372971534729004,6.8828125,0.0005520065315067768,8.375,8.375,False,,,False
1,6,6,1,8.583253860473633,6.875,0.003466134425252676,8.578125,6.2265625,False,,,False
1,7,7,1,7.059802055358887,3.232421875,0.021643511950969696,7.015625,4.5546875,False,,,False
1,8,8,1,6.3895111083984375,0.04156494140625,0.022249557077884674,5.69921875,3.935546875,False,,,False
1,9,9,1,4.2895708084106445,1.7392578125,0.30228567123413086,4.109375,1.0478515625,False,,,False
1,10,10,1,2.3482627868652344,-0.494384765625,0.5153074264526367,1.0859375,0.436279296875,False,,,False
1,11,11,1,1.8504290580749512,3.083984375,1.4656575918197632,1.6171875,-1.1953125,False,,,False
1,12,12,1,1.6142537593841553,-0.75048828125,0.2028450071811676,-0.552734375,1.634765625,False,,,False
1,13,13,1,2.2580456733703613,4.10546875,1.0217580795288086,2.125,-0.57421875,False,,,False
1,14,14,1,1.3423234224319458,0.1011962890625,0.33540815114974976,-0.0016889572143554688,0.9248046875,False,,,False
1,15,15,1,1.5816683769226074,2.4453125,1.0257892608642578,1.2431640625,-0.580078125,False,,,False
1,16,16,1,1.480729341506958,-0.419189453125,0.24873380362987518,-0.30810546875,1.2685546875,False,,,False
1,17,17,1,1.90751051902771,3.66796875,0.7955795526504517,1.716796875,-0.1942138671875,False,,,False
1,18,18,1,1.2764192819595337,0.29052734375,0.3852693438529968,0.045013427734375,0.7568359375,False,,,False
1,19,19,1,1.3891876935958862,2.25390625,0.673733651638031,0.96533203125,0.039825439453125,False,,,False
1,20,20,1,1.28183913230896,0.278564453125,0.3569507896900177,0.042388916015625,0.8515625,False,,,False
1,21,21,1,1.4550485610961914,2.525390625,0.6301464438438416,1.0859375,0.1314697265625,False,,,False
1,22,22,1,1.3351444005966187,0.36572265625,0.3456003963947296,0.213134765625,0.88671875,False,,,False
1,23,23,1,1.523216724395752,2.34375,0.5888088941574097,1.15625,0.2216796875,False,,,False
1,24,24,1,1.3971202373504639,0.2103271484375,0.3073495626449585,0.2054443359375,1.0263671875,False,,,False
1,25,25,1,1.6072310209274292,2.4921875,0.6316342949867249,1.2822265625,0.127197265625,False,,,False
1,26,26,1,1.4805810451507568,0.03961181640625,0.2552667260169983,0.213623046875,1.2353515625,False,,,False
1,27,27,1,1.6188052892684937,2.83984375,0.6303800344467163,1.326171875,0.1300048828125,False,,,False
1,28,28,1,1.4415042400360107,0.11395263671875,0.272137314081192,0.20751953125,1.162109375,False,,,False
1,29,29,1,1.5589691400527954,2.71875,0.6685381531715393,1.2412109375,0.050048828125,False,,,False
